jobs,model_used,interface,iptm_ptm,iptm,ptm,confidence_score,pDockQ/mpDockQ,average_interface_pae,interface_average_plddt,interface_num_intf_residues,interface_polar,interface_hydrophobic,interface_charged,interface_contact_pairs,interface_score,interface_pDockQ2,interface_ipSAE,interface_LIS,interface_hb,interface_sb,interface_ss,interface_sc,interface_area,interface_solv_en,voroif_pgoodness,voroif_area,voroif_pgoodness_average,voroif_pcadscore,voroif_num_of_residues,voroif_residue_pcadscore
O43752+Q8N5G2,model_4_multimer_v3_pred_0,7_8,0.2743277696673924,0.27537089586257935,0.27015526488664465,0.2743277696673924,0.26663184736685497,17.823076923076922,58.03261780104712,191,0.28272251308900526,0.46596858638743455,0.225130890052356,260,140.14722530250563,0.013536497560638135,0.016217091017706915,0.11991876425910637,18,8,0,0.2666572333542373,4509.012205378001,-64.75437586969161,-3472.57116447677,4751.35117919995,-0.730859714112205,0.052911782887228,224.0,0.268163922758904
O60508+Q15393,model_4_multimer_v3_pred_0,7_8,0.3586758873187347,0.2723463177680969,0.7039941655212856,0.3586758873187347,0.04175066823406929,24.97083333333333,81.11466666666666,15,0.2,0.4666666666666667,0.2,12,87.53742704607107,0.010344279649949509,0.0,0.0,0,3,0,0.2849976397731027,496.0947078541408,-2.5038471608129385,-746.127696254289,457.621024,-1.63044890230893,0.0123206485426022,39.0,0.0219026726873635
O60763+Q8WVM8,model_1_multimer_v3_pred_0,A_B,0.311358068867971,0.27210384607315063,0.46837496004725254,0.311358068867971,0.1850663174165733,25.82406015037594,60.953452380952385,84,0.23809523809523808,0.27380952380952384,0.36904761904761907,133,129.45608986189484,0.009576230332331025,0.0,0.022200520833333327,13,4,0,0.20645462851276472,1552.552093036134,-5.83622628184537,-4039.23920571491,1652.00821783332,-2.44504788905503,0.00319889288639591,102.0,0.0061699586322331
P60468+Q9NZJ5,model_2_multimer_v3_pred_0,9_A,0.2871762629248394,0.2720968723297119,0.34749382530534917,0.2871762629248394,0.026577145284993782,24.329166666666666,40.17177777777778,45,0.3333333333333333,0.4222222222222222,0.17777777777777778,48,67.53844937868823,0.00889294980050694,0.0,0.035462962962962974,6,0,0,0.17187241789719637,895.6034835236376,-9.098628445848334,-1797.34116124794,854.5333536,-2.10330135585236,0.00564025978964078,54.0,0.0481182662167434
O43663+Q13242,model_1_multimer_v3_pred_0,A_B,0.30331525300548556,0.2719964385032654,0.4285905110143662,0.30331525300548556,0.03424591293377255,19.615000000000002,80.02916666666667,12,0.16666666666666666,0.08333333333333333,0.6666666666666666,10,80.02916666666667,0.01607514127153366,0.0,0.016666666666666642,5,6,0,0.24425325563091643,505.1369500097534,4.624741924328163,-727.966020347323,489.7782224,-1.48631765777613,0.015613806119852,34.0,0.0264318679213347
O60566+Q16610,model_2_multimer_v3_pred_0,9_A,0.2848986716217467,0.27171826362609863,0.33762030360433887,0.2848986716217467,0.2304790831735332,23.389111111111113,57.697863247863246,117,0.3076923076923077,0.28205128205128205,0.3333333333333333,225,135.71590526400402,0.009732423016821503,0.0,0.014950980392156869,27,14,0,0.09924710528504793,2200.232621011297,-12.011389660236546,-6410.14628772162,2686.98374573332,-2.38562897818058,0.00353072538818577,128.0,0.0463842495051056
P19021+Q92574,model_4_multimer_v3_pred_0,7_8,0.2787987441532815,0.2701455354690552,0.3134115788901867,0.2787987441532815,0.054686287463575636,26.063815789473683,44.11745614035088,114,0.24561403508771928,0.30701754385964913,0.3157894736842105,152,96.2573887962593,0.008828102038770307,0.015065686719474782,0.09729936305732484,12,0,0,0.2016787712731535,2665.8013454618194,-21.969873286487655,-4549.34475600895,2701.87162602395,-1.68377531789092,0.0112846970381986,148.0,0.131246410521398
Q4G0J3+Q96GA3,model_3_multimer_v3_pred_0,8_9,0.2927884225933186,0.26754480600357056,0.39376288895231076,0.2927884225933186,0.09396266479210126,19.932718894009216,47.67292857142857,140,0.21428571428571427,0.34285714285714286,0.32142857142857145,217,111.38587800177996,0.0105208790040425,0.014718472001344414,0.046671410499683715,26,11,0,0.2956906995222991,3076.344904949805,-18.034564344789885,-3307.3599238577,3180.20555506472,-1.03998306606014,0.0322963467557733,184.0,0.139350932379515
P55072+Q6UXN9,model_5_multimer_v3_pred_0,6_7,0.2993259465372117,0.2616819441318512,0.4499019561586535,0.2993259465372117,0.4036303686568701,24.287614678899082,76.13783333333335,60,0.3,0.31666666666666665,0.25,109,155.12523912912025,0.010410070740597063,0.0,0.0,16,1,0,0.24143437412759677,1064.0037522630216,2.559166380510135,-3121.98822873216,1260.41765043663,-2.47694740521179,0.00303376541843803,71.0,0.00580120022370948
P43034+Q15555,model_3_multimer_v3_pred_0,8_9,0.3050622190139318,0.2558787167072296,0.5017962282407407,0.3050622190139318,0.3063245066902377,10.20763358778626,68.32961165048543,103,0.3106796116504854,0.4077669902912621,0.2524271844660194,131,144.6723253908785,0.05429964021391299,0.19319548962929056,0.33775733271691744,11,10,0,0.4807995966504385,2430.5376389652147,-36.894261872362335,3442.39128169427,2432.35626718,1.41524961953262,0.66643007330549,126.0,0.644475206615155
Q27J81+Q9UL15,model_1_multimer_v3_pred_0,A_B,0.2705602071121087,0.2554490268230438,0.33100492826836814,0.2705602071121087,0.5377703833960653,26.417148760330576,71.55557251908398,131,0.2366412213740458,0.3969465648854962,0.2900763358778626,242,170.57527329251946,0.00955743230719098,0.0,0.0,26,8,0,0.26619460177327575,2275.1972040992514,-1.1691001780976649,-7185.90178637136,2704.45111879332,-2.65706476868311,0.00224879833563441,146.0,0.00345507540793337
Q96JK2+P61758,model_4_multimer_v3_pred_0,7_8,0.29043835154719944,0.2549399137496948,0.4324321027372178,0.29043835154719944,0.27511480040950403,23.908837209302323,60.51121212121212,132,0.3484848484848485,0.32575757575757575,0.25,215,141.13867840762651,0.010004222502474371,0.01565272638416025,0.10730448259418215,14,12,0,0.08656951097837828,2265.491561564211,-22.876397448698384,-5972.23618928283,2618.30859272032,-2.28095198781665,0.0042008725133445,141.0,0.0545486643619886
O14544+Q86XK2,model_4_multimer_v3_pred_0,7_8,0.3171692684896571,0.25461921095848083,0.567369498614362,0.3171692684896571,0.20551958970605683,22.955555555555556,58.705384615384624,143,0.34965034965034963,0.2727272727272727,0.25874125874125875,180,132.39663982459157,0.009826487174068104,0.0,0.0,24,14,0,0.2546235247824353,2850.7642929646813,-17.97792106566368,-5446.50905333235,2923.238568137,-1.86317638002548,0.00839273535477786,181.0,0.061383288637581
O15294+P60228,model_1_multimer_v3_pred_0,A_B,0.33560698229173025,0.25299519300460815,0.6660541394402186,0.33560698229173025,0.2513550361246415,24.58588235294118,71.68970149253731,67,0.26865671641791045,0.3582089552238806,0.26865671641791045,85,138.31946683850967,0.01007060162862833,0.0,0.0,3,4,0,0.27080537320599707,1351.0860267217859,-12.57376821575275,-3245.04785145461,1441.23823209332,-2.25156936528208,0.00441078405212247,88.0,0.0192369698318805
Q86V48+P04792,model_4_multimer_v3_pred_0,7_8,0.23981784141119908,0.2482268214225769,0.20618192136568778,0.23981784141119908,0.03486537744560081,20.72073170731707,50.07840909090908,44,0.22727272727272727,0.29545454545454547,0.38636363636363635,41,80.76564975202501,0.010197471280994897,0.0,0.0,3,3,0,0.25002921262531913,951.5910335439999,-5.695192968527266,-1521.12838517037,909.538428833318,-1.67241793963731,0.0114978597387349,60.0,0.0208524849676211
Q32MZ4+P35250,model_2_multimer_v3_pred_0,9_A,0.2666196017451089,0.24505102634429932,0.3528939033483472,0.2666196017451089,0.04895919164003951,17.80952380952381,70.21052631578948,19,0.10526315789473684,0.21052631578947367,0.631578947368421,21,92.83371258816045,0.0133701814121884,0.0,0.0,2,7,0,0.20930751610894593,483.1503259177814,2.823663686930047,-934.810770557775,461.75979151,-2.02445251350459,0.00642729043638318,37.0,0.0162029338132047
P41279+Q9Y4K3,model_1_multimer_v3_pred_0,A_B,0.28140665251068886,0.24500790238380432,0.4270016530182269,0.28140665251068886,0.07613378078810995,15.978703703703705,61.025277777777774,36,0.3055555555555556,0.3333333333333333,0.3055555555555556,54,105.7198104136855,0.014983318428225048,0.0,0.017952674897119342,3,5,0,0.23604831008203273,910.6482187362378,-6.562025797630724,-2449.90589287761,940.6392905,-2.60451154615852,0.00245414608277289,60.0,0.00394369580499844
Q8NFZ5+Q96BD8,model_2_multimer_v3_pred_0,9_A,0.24547800618579507,0.24306359887123108,0.25513563544405093,0.24547800618579507,0.08193077638827877,21.194086021505377,54.72027397260274,73,0.1917808219178082,0.4246575342465753,0.3150684931506849,93,107.71592625526819,0.01185720015752492,0.01563951503388175,0.13857762196228704,9,7,0,0.20858498422235316,1940.411368551218,-14.734688075678179,-3505.07206352181,1934.45394045332,-1.81191807684004,0.00913441149701816,110.0,0.069239171997017
P53041+Q99683,model_4_multimer_v3_pred_0,7_8,0.2666601153372148,0.24290411174297333,0.3616841297141805,0.2666601153372148,0.36507275561099656,27.03993710691824,60.35105633802817,142,0.2535211267605634,0.3591549295774648,0.2746478873239437,318,151.02412009999009,0.008993944460186193,0.0,0.0,32,0,0,0.22211654328355906,2614.3666253993815,-6.3641942726773095,-9274.03557999438,3451.62627070432,-2.68685971558038,0.00214008747766287,169.0,0.00349227861797029
Q13263+P53621,model_2_multimer_v3_pred_0,9_A,0.2759624084460074,0.2416408658027649,0.41324857901897727,0.2759624084460074,0.044718561289334366,23.304761904761904,67.97925925925927,27,0.18518518518518517,0.25925925925925924,0.5185185185185185,21,89.88348823431204,0.010166607653473471,0.0,0.0,3,9,0,0.28906840241532394,676.6847016415755,3.2453585724406366,-1339.9164655824,666.4378611,-2.01056474098092,0.00657680359375945,56.0,0.0105952682094543
P12821+P68400,model_5_multimer_v3_pred_0,6_7,0.3229184351243549,0.24123737215995789,0.6496426869819429,0.3229184351243549,0.6926567047940384,27.223712737127368,79.04367346938776,196,0.24489795918367346,0.42346938775510207,0.1836734693877551,369,202.90719387398576,0.009781215677216671,0.0,0.0,29,1,0,0.1099881929802694,2510.6365030542124,-34.85159202737543,-9292.0394444578,3418.12638362664,-2.71845988169663,0.00203051521899361,202.0,0.00511869215403127
P25786+Q9P2A4,model_2_multimer_v3_pred_0,9_A,0.27781637715947927,0.23960429430007935,0.43066470859707884,0.27781637715947927,0.07032284522663883,25.46923076923077,73.16565217391305,23,0.43478260869565216,0.21739130434782608,0.13043478260869565,26,103.5274478129901,0.01003680824693064,0.0,0.0,3,1,0,0.2931401777736039,513.9340884783339,-2.0908019923944323,-701.14744479197,487.9278554,-1.43698999151662,0.0169290537866283,37.0,0.102868400264862
P32971+P51956,model_4_multimer_v3_pred_0,7_8,0.28422711964264485,0.23493409156799316,0.4813992319412516,0.28422711964264485,0.08373722436781011,21.021515151515153,48.84115789473684,95,0.3263157894736842,0.37894736842105264,0.23157894736842105,165,108.30448344839522,0.009713714735075842,0.0,0.0,3,2,0,0.23719122160625322,1510.0494009089507,-14.429330292406178,-1445.37278034019,1752.47568163332,-0.82476053476137,0.0455959787018954,107.0,0.16154448809137
O75069+Q3B820,model_3_multimer_v3_pred_0,8_9,0.23675433508607574,0.23425155878067017,0.24676544030769798,0.23675433508607574,0.1314375666431194,21.992934782608696,49.26162790697674,172,0.2616279069767442,0.38372093023255816,0.313953488372093,276,120.24315495545692,0.010388145688548366,0.0888117751326911,0.21009183806265536,33,11,0,0.1986416364085254,4599.868311822081,-61.18786240583523,-9081.49732563043,5156.23443077591,-1.76126540551102,0.00993104375970433,233.0,0.0741360444672685
P04629+Q92974,model_1_multimer_v3_pred_0,A_B,0.25627582724742587,0.23235242068767548,0.35196945348642733,0.25627582724742587,0.32719452390065296,26.527884615384615,57.381659919028344,247,0.291497975708502,0.3117408906882591,0.2874493927125506,364,146.96024861470306,0.008957912756762432,0.0,0.0,43,7,0,0.23712969254383362,4708.365302780191,-28.541002149954693,-11243.8265850033,5072.48989781004,-2.21662867970573,0.00467403389600118,290.0,0.0272862906097346
Q96GG9+Q16531,model_3_multimer_v3_pred_0,8_9,0.3336176437222654,0.23184752464294434,0.7406981200395494,0.3336176437222654,0.29832398349166045,25.085500000000003,71.89060975609756,82,0.2682926829268293,0.2682926829268293,0.35365853658536583,100,143.78121951219512,0.01009590167294332,0.0,0.0,9,4,0,0.2279890324352979,1728.3014419565875,-5.05511716737459,-4463.70800377836,1769.7654197,-2.5222031994133,0.00281397667555422,110.0,0.00554951838649156
Q8TB24+Q4G0F5,model_2_multimer_v3_pred_0,9_A,0.2554581628146782,0.23093080520629883,0.3535675932481956,0.2554581628146782,0.10639799153762468,22.589147286821706,54.33268817204301,93,0.27956989247311825,0.3870967741935484,0.24731182795698925,129,114.67401258881168,0.009634938650316366,0.0,0.0,8,1,0,0.2521829053423915,2030.3061842568113,-11.982095807742041,-5214.70466632136,2143.5520277,-2.43273995635957,0.0032649736852266,140.0,0.00723987253936122
Q86YT6+Q15050,model_3_multimer_v3_pred_0,8_9,0.25461484503838394,0.23068328201770782,0.35034109712108835,0.25461484503838394,0.029063568161348023,14.072727272727274,69.619,10,0.1,0.3,0.4,11,72.50071734803048,0.018308586356770816,0.0,0.01250000000000003,1,2,0,0.29436752971660063,224.08837686236626,1.3258956851762491,-402.217565227537,208.364917,-1.93035166869064,0.00751046231135732,18.0,0.0226675857184408
Q86VM9+O14654,model_2_multimer_v3_pred_0,9_A,0.24418548745374813,0.22906216979026794,0.30467875810766876,0.24418548745374813,0.03710852894451957,25.437404580152673,34.415948717948716,195,0.24102564102564103,0.24102564102564103,0.3282051282051282,262,83.22813322660951,0.008551811418476801,0.011579207474709722,0.05575551232166019,30,19,0,0.17465862424577194,4947.778402501162,3.492860685832909,-10016.8108218674,4993.17891384996,-2.006098919084,0.00662561206630657,319.0,0.0244371135351528
O00212+Q9HAD4,model_2_multimer_v3_pred_0,9_A,0.30581596155640894,0.22604380548000336,0.6249045858620312,0.30581596155640894,0.17768430008611508,21.273076923076925,70.7887037037037,54,0.16666666666666666,0.3333333333333333,0.35185185185185186,65,128.333786443878,0.011407340004339872,0.0,0.0,4,1,0,0.3063144295821097,892.1640761177616,-10.966267122946874,-1413.83154346993,929.903031754,-1.52040749969719,0.0147641491709918,62.0,0.0270544928862384
Q6P4A8+Q96EP0,model_1_multimer_v3_pred_0,A_B,0.2708205142107325,0.22571569681167603,0.4512397838069583,0.2708205142107325,0.16280909930517698,24.96193181818182,64.77455696202531,79,0.21518987341772153,0.34177215189873417,0.3037974683544304,88,125.9530036088623,0.009823094840685312,0.0,0.0,6,0,0,0.38877672600127555,1560.7025756398416,-14.21862551265474,-3519.2553116402,1541.8126406,-2.28254407764531,0.00418978698679823,101.0,0.0121970144115138
Q15287+Q9UPV0,model_4_multimer_v3_pred_0,7_8,0.22416251852534788,0.22537270188331604,0.2193217850934752,0.22416251852534788,0.06018624379320571,22.322307692307692,46.8783908045977,87,0.22988505747126436,0.22988505747126436,0.367816091954023,130,99.09826260822126,0.009769460403707722,0.0,0.021286231884057972,10,3,0,0.23741587036741446,1691.0427679538648,-10.324877677878959,-4065.65731912286,1798.77293963332,-2.26023931622612,0.00434778197478392,104.0,0.0116103430366617
Q8TAP6+P83731,model_5_multimer_v3_pred_0,6_7,0.3211433331556064,0.2244083434343338,0.7080832920406966,0.3211433331556064,0.23386212161372485,21.441666666666666,66.95470588235294,68,0.2647058823529412,0.36764705882352944,0.22058823529411764,108,136.14728948281828,0.011236264188990673,0.0,0.0,4,0,0,0.22294630817953634,1087.0541456523315,-8.286543759784777,-3632.91840415842,1323.55009505732,-2.74482878866862,0.0019433799390835,81.0,0.00326279411088204
Q96EP0+Q14677,model_4_multimer_v3_pred_0,7_8,0.23493218953496836,0.22164151072502136,0.28809490477475636,0.23493218953496836,0.08952441091760462,27.39986945169713,42.62036199095023,221,0.2579185520361991,0.3755656108597285,0.24434389140271492,383,110.09686684112152,0.008390874514131385,0.0,0.0,34,1,0,0.113199274898805,3834.1767797829425,-40.07584735778903,-12109.0472932933,4549.20550897427,-2.66179386035774,0.00223118277256668,237.0,0.00639337468883749
O95235+Q16576,model_1_multimer_v3_pred_0,A_B,0.2606210632270286,0.22156283259391785,0.41685398575947163,0.2606210632270286,0.12395832615672263,24.81954022988506,52.97689655172414,116,0.2413793103448276,0.25862068965517243,0.3620689655172414,174,118.69734574531059,0.009007596731670505,0.0,0.0,14,11,0,0.1719194974717821,2453.7938588965085,-10.56569008662052,-6778.71599647827,2685.08245342364,-2.52458392398156,0.00280286452566336,144.0,0.005180709671472
Q13263+P18074,model_2_multimer_v3_pred_0,9_A,0.283001789651778,0.22141556441783905,0.5293466905875338,0.283001789651778,0.2853822924490298,27.395736434108528,67.43107142857143,84,0.2261904761904762,0.39285714285714285,0.2857142857142857,129,142.31932551159653,0.009122067567178064,0.0,0.0,12,4,0,0.22364008332788615,1600.444582709686,-6.847260397072773,-4440.14840521474,1907.55122078914,-2.3276692949707,0.00388741648856239,106.0,0.00823474891809222
Q92615+Q9UN86,model_1_multimer_v3_pred_0,A_B,0.2262490792727217,0.22083193063735962,0.24791767381417001,0.2262490792727217,0.06551525583004086,23.386073059360733,43.38355555555555,135,0.2518518518518518,0.2518518518518518,0.28888888888888886,219,101.53678728083932,0.009160479130921134,0.0,0.017892156862745097,21,6,0,0.10480831949609887,2966.992985457897,-19.055046425550188,-8224.3913804859,3328.15155746559,-2.47115891162986,0.00306308519049625,175.0,0.0136740847467933
P35228+Q96A44,model_4_multimer_v3_pred_0,7_8,0.2753062600626093,0.2203303575515747,0.49520987010674755,0.2753062600626093,0.07064888298510455,25.024358974358975,54.7838596491228,57,0.17543859649122806,0.5087719298245614,0.24561403508771928,78,103.65624515665804,0.009077696369787844,0.0,0.0,3,0,0,0.17651237359809469,1139.419826925768,-16.224056223412134,-2560.965049367,1199.6618611,-2.13473907307413,0.00535388192835462,70.0,0.0163726485134601
Q8WV28+Q9Y5K6,model_2_multimer_v3_pred_0,9_A,0.22184404275010097,0.21909606456756592,0.23283595548024116,0.22184404275010097,0.19036241799807369,13.089141414141414,56.70830985915493,142,0.19718309859154928,0.31690140845070425,0.3028169014084507,198,130.2400012520859,0.026588345200382862,0.3488467896907366,0.3808228731236343,19,21,0,0.3511114819416393,3009.2129592427914,-28.184182188211707,2341.89621713909,3113.14969449331,0.75225943078855,0.398216732487327,165.0,0.47749639657542
Q8N5H7+P04792,model_1_multimer_v3_pred_0,A_B,0.2540503698566011,0.21884998679161072,0.3948519021165626,0.2540503698566011,0.09942076755334127,23.09202898550725,48.74109375,128,0.2578125,0.3203125,0.2890625,207,112.8829277301355,0.009563501712273591,0.0,0.010416666666666666,9,8,0,0.18458940764851886,2703.078946234782,-37.03538097909825,-4677.71057344374,2916.04783694087,-1.60412683022065,0.0128660792317508,151.0,0.0921861667089188
P40855+Q08379,model_4_multimer_v3_pred_0,7_8,0.2193231328802991,0.21792788803577423,0.2249041122583985,0.2193231328802991,0.02454683092513029,24.054761904761907,34.61786885245902,61,0.29508196721311475,0.32786885245901637,0.26229508196721313,63,62.28933516189564,0.00841508949647321,0.0,0.0,12,0,0,0.280531636987613,1450.4043814326042,-10.292479799551415,-2564.28864148406,1377.5380217,-1.86150117172048,0.00841600324596203,90.0,0.0146361278363113
P23497+P51570,model_3_multimer_v3_pred_0,8_9,0.2542866154877499,0.21758458018302917,0.40109475670663264,0.2542866154877499,0.2378638577622166,25.780357142857145,78.168125,32,0.28125,0.3125,0.25,56,136.65258021852407,0.010138033165070063,0.0,0.0,4,0,0,0.12393461788701554,516.7031646874333,-0.5088053588827393,-2003.75417550822,604.812776,-3.31301562238861,0.000754757227919955,40.0,0.0014770632652038
P09874+Q92973,model_1_multimer_v3_pred_0,A_B,0.2750015214719332,0.2167535126209259,0.5079935568759621,0.2750015214719332,0.6950154946105063,27.65238805970149,72.15531343283581,335,0.2537313432835821,0.3074626865671642,0.3492537313432836,670,203.91631317351775,0.009477109714811483,0.0,0.0,69,22,0,0.1921887980677216,5839.802041390327,-5.701997061500606,-20121.4351582551,7400.87447334506,-2.71879157398553,0.00202939529619656,372.0,0.00600414346142822
O94992+O95347,model_1_multimer_v3_pred_0,A_B,0.24278300959179666,0.21674223244190216,0.34694611819137466,0.24278300959179666,0.15462997432152728,25.717914438502675,54.83008,125,0.224,0.312,0.352,187,124.56525703372478,0.009116978771861635,0.0,0.008333333333333304,33,7,0,0.2052118557156557,2599.542159762517,-6.392065081371811,-7538.90695531791,2792.34139783305,-2.69985144408501,0.00209434251080881,153.0,0.00703010883771379
Q13617+P22061,model_3_multimer_v3_pred_0,8_9,0.31113942600031447,0.2163657397031784,0.6902341711888585,0.31113942600031447,0.22902560701807873,25.99078947368421,72.05888888888889,45,0.2222222222222222,0.4444444444444444,0.08888888888888889,76,135.52933766687352,0.00963735749264135,0.0,0.0,4,0,0,0.10881243204169244,846.9704873624521,-7.705876067590822,-2556.41260844041,991.775851,-2.57761126756898,0.00256638974923151,58.0,0.00958611641863939
Q14258+Q8IWX8,model_2_multimer_v3_pred_0,9_A,0.22733410680088684,0.21514807641506195,0.2760782283441863,0.22733410680088684,0.2288972874761487,27.756645569620254,61.63436363636363,110,0.32727272727272727,0.3181818181818182,0.24545454545454545,158,135.51283040901686,0.009255682936015072,0.0,0.036666666666666646,18,3,0,0.25906865166156445,2286.5603072601807,-15.357370426334114,-3804.58332021185,2368.3357979,-1.6064374501223,0.0128172606609289,147.0,0.163742287384996
Q96JB5+P04792,model_3_multimer_v3_pred_0,8_9,0.28058348816002715,0.21504592895507812,0.5427337249798232,0.28058348816002715,0.040801419262110235,20.93,56.167857142857144,42,0.2857142857142857,0.4523809523809524,0.19047619047619047,35,86.7269933339171,0.010760338093493822,0.013268047493479887,0.043388130686517784,1,2,0,0.3004432652398876,1374.7299596907255,-22.130178093312793,-1728.58898931301,1293.516455382,-1.33634866577907,0.019958995992636,79.0,0.067916880501115
Q7Z699+Q8WVD3,model_2_multimer_v3_pred_0,9_A,0.2298019660349916,0.21476513147354126,0.2899493042807928,0.2298019660349916,0.09553035846934628,22.630232558139536,57.80583333333334,72,0.3472222222222222,0.2361111111111111,0.3194444444444444,86,111.82529505617714,0.009805197571719007,0.0,0.01098484848484848,7,9,0,0.2612408784223879,1603.4526467496516,-0.25587503012630464,-3099.84570428213,1520.86449754664,-2.03821294354797,0.00628247959374606,103.0,0.0165840668832387
Q13637+Q14134,model_3_multimer_v3_pred_0,8_9,0.23646066249398648,0.21294166147708893,0.33053666656157665,0.23646066249398648,0.05049128909381585,25.425806451612903,62.899,30,0.16666666666666666,0.3333333333333333,0.4,31,93.80515918048192,0.009651408216906587,0.0,0.0,3,1,0,0.22154492100494483,691.7378079250285,-5.786396484920175,-1669.99523647606,644.8944682,-2.58956359346247,0.00251589906459027,39.0,0.00379533100917435
Q96G30+Q9NP58,model_3_multimer_v3_pred_0,8_9,0.2892074896493409,0.2124950885772705,0.5960570939376223,0.2892074896493409,0.10012497993836181,21.461274509803925,56.29275,80,0.275,0.5,0.15,102,113.06962731895068,0.010425523112551252,0.0,0.0,6,0,0,0.20983573477451142,2099.3715098890043,-30.637646503528885,-3327.64110538708,2141.30025467995,-1.55402825835111,0.013970838126161,123.0,0.0653327994773861
P78317+Q96RQ1,model_2_multimer_v3_pred_0,9_A,0.27893185208521715,0.21223993599414825,0.5456995164494927,0.27893185208521715,0.1142184418185505,19.80777027027027,53.69966292134832,89,0.25842696629213485,0.33707865168539325,0.23595505617977527,148,116.5423225678164,0.010862167826010516,0.0,0.014062499999999997,14,0,0,0.3244513471883417,1444.8722273425283,-21.63469883159192,-3141.51599865138,1573.995325679,-1.99588648542915,0.00673858354484236,95.0,0.0152000611684873
Q99759+Q9GZV5,model_4_multimer_v3_pred_0,7_8,0.2433658619903344,0.2119549959897995,0.3690093259924738,0.2433658619903344,0.12612316777771132,21.392372881355932,46.74524017467249,229,0.26200873362445415,0.33624454148471616,0.25327510917030566,354,119.15376968941908,0.009694351656420262,0.0,0.008333333333333304,22,6,0,0.26107019413872246,4681.410092547876,-56.047746271634196,-8460.67089590929,4837.7014375589,-1.74890307000395,0.0101356889762506,262.0,0.0302532994894083
P46934+Q9P1Z2,model_1_multimer_v3_pred_0,A_B,0.22994096124170943,0.20973381400108337,0.3107695502042136,0.22994096124170943,0.05068810853686313,26.96936274509804,40.667452229299364,157,0.3057324840764331,0.27388535031847133,0.28662420382165604,204,93.92677450114144,0.008328062867403717,0.0,0.0,21,3,0,0.23859609551614336,3101.537372117291,-4.906401816325797,-7303.8445456088,3181.48592643995,-2.29573372772443,0.00409906232471596,219.0,0.0147018949803538
O75582+Q9UNM6,model_1_multimer_v3_pred_0,A_B,0.2440018887424223,0.2083948254585266,0.386430141878005,0.2440018887424223,0.07145711219295921,24.43658536585366,54.327323943661966,71,0.28169014084507044,0.38028169014084506,0.19718309859154928,82,103.97238512631785,0.009305641719107954,0.0,0.0,3,6,0,0.2847035231315138,1410.4800725729642,-11.950489787811193,-2883.68349511255,1383.31992293,-2.08461068716819,0.00581768718104969,96.0,0.00980310249846918
P12956+Q9UI36,model_5_multimer_v3_pred_0,6_7,0.2532600504931849,0.20749971270561218,0.43630140164347575,0.2532600504931849,0.06957613759921517,24.950925925925926,59.587872340425534,47,0.2127659574468085,0.2765957446808511,0.3617021276595745,54,103.22965820368087,0.009406835002885958,0.0,0.0,3,7,0,0.24029362951261377,954.6957793541794,-7.706373735413763,-1909.2275282258,959.557276,-1.98969626511987,0.00680798985093767,68.0,0.0291246307672841
P14616+Q16543,model_4_multimer_v3_pred_0,7_8,0.2356096976902316,0.20678183436393738,0.3509211509954084,0.2356096976902316,0.024048536328777955,27.189473684210526,47.51,26,0.2692307692307692,0.3076923076923077,0.3076923076923077,19,60.7535835812689,0.008499861719459281,0.0,0.0,1,5,0,0.28411090993140303,521.0350630382169,-0.015509380388891714,-842.754009732527,503.960916,-1.67226065152348,0.011500839592083,50.0,0.0273023948565544
O43402+P36776,model_2_multimer_v3_pred_0,9_A,0.25999763105157775,0.2049838900566101,0.48005259503144826,0.25999763105157775,0.10612143658900214,25.565151515151513,75.47206896551724,29,0.27586206896551724,0.2413793103448276,0.3793103448275862,33,114.60538879556323,0.00991268306448341,0.0,0.0,3,0,0,0.27535853169380375,565.726901352693,-0.7656824798743003,-1429.51258282493,549.623488933318,-2.60089426963767,0.00246894967406297,34.0,0.00492510166225353
P11177+Q8IUR7,model_3_multimer_v3_pred_0,8_9,0.28693015427432517,0.2039397656917572,0.618891708604597,0.28693015427432517,0.09553025706801772,27.15833333333333,81.0204,25,0.28,0.48,0.16,24,111.82526688797098,0.009733000116102366,0.0,0.0,3,1,0,0.1943945346487716,517.1912630609668,-0.36724226744763655,-1002.66957825465,495.5845372,-2.02320593761787,0.00644057173295276,40.0,0.0127229902995593
P14866+P56945,model_1_multimer_v3_pred_0,A_B,0.21846490372609817,0.20170433819293976,0.2855071658587317,0.21846490372609817,0.03591435789638413,27.703475935828877,36.07407142857143,140,0.2357142857142857,0.22857142857142856,0.2571428571428571,187,81.95457638859813,0.008134287935194575,0.0,0.0,9,4,0,0.09592811888512968,2955.3177910486224,-30.50479249833819,-7924.34266426995,3048.11990956659,-2.59974768033214,0.00247366062169335,175.0,0.00757528444900822
P61964+P11177,model_4_multimer_v3_pred_0,7_8,0.2667083892628139,0.20148463547229767,0.527603404424879,0.2667083892628139,0.3487715899401966,20.339080459770116,76.97000000000001,55,0.21818181818181817,0.32727272727272727,0.32727272727272727,87,149.28479687405508,0.014315099573963035,0.0,0.01759259259259259,4,0,0,0.26867355579124963,876.5207592881286,-6.712645322486196,-2455.58563108086,969.369728689,-2.53317754661253,0.002763116181214,65.0,0.00474586618074544
